UniProtKB_ac	iso_id	uniprot_seq_length	uniprot_seq_md5	coordinate_id	provider	from	to	template	qmeandisco_global	seqid	url	in_uniprot	model_length
Q9H0R5	Q9H0R5-1	595	ffdb6b48ae33a98099a37d00441b4ef9	62ee30ece5a423d04b6da2d1	SWISSMODEL	5	586	6k1z.1.A	0.7872379938552954	87.54266357421875	https://swissmodel.expasy.org/repository/uniprot/Q9H0R5.pdb?provider=swissmodel&from=5&to=586&template=6k1z.1.A	True	582
P34931		641	e3db85906e5b2cc5f4c30495cce92047	62ee70a95c13c79f9211e9ca	SWISSMODEL	5	549	3c7n.1.B	0.7872397842790447	86.61844635009766	https://swissmodel.expasy.org/repository/uniprot/P34931.pdb?provider=swissmodel&from=5&to=549&template=3c7n.1.B	True	545
P51812		740	805bae60f57cdd008ca3aa26c44edba9	62eeeaf64c4ffd460f9e2c25	SWISSMODEL	405	713	4jg7.1.A	0.7872435194716593	99.70760345458984	https://swissmodel.expasy.org/repository/uniprot/P51812.pdb?provider=swissmodel&from=405&to=713&template=4jg7.1.A	True	309
P62081		194	97022ec3d5aee4de7f417dbd2df993da	630cc1bc1d158898822f9e0c	SWISSMODEL	6	194	5lzy.52.A	0.7872713488649383	100.0	https://swissmodel.expasy.org/repository/uniprot/P62081.pdb?provider=swissmodel&from=6&to=194&template=5lzy.52.A	True	189
Q8N6F1	Q8N6F1-1	224	ebd2f6e25e483f6afb0eb3c89c16a9a6	62ed028af35115b7cb1b12b6	SWISSMODEL	4	185	3x29.1.A	0.7872733679182529	95.67567443847656	https://swissmodel.expasy.org/repository/uniprot/Q8N6F1.pdb?provider=swissmodel&from=4&to=185&template=3x29.1.A	True	182
Q5JUX0	Q5JUX0-1	258	1a49ffed2221973ca6c04852bd221832	62ec874ec8428d2c51f2beb5	SWISSMODEL	47	258	7e9m.1.A	0.7872796219573918	84.82490539550781	https://swissmodel.expasy.org/repository/uniprot/Q5JUX0.pdb?provider=swissmodel&from=47&to=258&template=7e9m.1.A	True	212
Q13136	Q13136-1	1202	f85ad4d6609bf7daa2b75c1504833c2d	62f05b57f4e8ce1e1fa1452d	SWISSMODEL	847	1124	6kip.1.B	0.7872997379833434	78.76712036132812	https://swissmodel.expasy.org/repository/uniprot/Q13136.pdb?provider=swissmodel&from=847&to=1124&template=6kip.1.B	True	278
O75683		361	60f7269ae334d7862adb80c9faee5a3c	6343ee59cdcb3359330156c2	SWISSMODEL	235	335	6c0f.1.X	0.7873195428062905	27.47747802734375	https://swissmodel.expasy.org/repository/uniprot/O75683.pdb?provider=swissmodel&from=235&to=335&template=6c0f.1.X	True	101
Q9H1E1		156	b176afdea9b7bb338857974e9c8f006b	62ee1a962081405e643b0286	SWISSMODEL	29	156	2hky.1.A	0.7873247096968807	98.4375	https://swissmodel.expasy.org/repository/uniprot/Q9H1E1.pdb?provider=swissmodel&from=29&to=156&template=2hky.1.A	True	128
Q8NHX9		752	1b841e22a57c4484b3fe2a6a5fd6f9d8	62eef892144242aad0b268ca	SWISSMODEL	39	701	6nq0.1.A	0.7873280330438589	99.46808624267578	https://swissmodel.expasy.org/repository/uniprot/Q8NHX9.pdb?provider=swissmodel&from=39&to=701&template=6nq0.1.A	True	663
Q13347		325	cc0cb4657c0917f4da9b3f9d50687b5b	62eb89926a679a7b10f40ba4	SWISSMODEL	1	324	5k0y.1.P	0.7874543678500482	97.5308609008789	https://swissmodel.expasy.org/repository/uniprot/Q13347.pdb?provider=swissmodel&from=1&to=324&template=5k0y.1.P	True	324
P00519	P00519-1	1130	d24f1ea01ac4c8d96e75dd9550a0fb09	63353215385f96c066e6830d	SWISSMODEL	121	499	1opl.2.A	0.7875019920892934	99.38524627685548	https://swissmodel.expasy.org/repository/uniprot/P00519.pdb?provider=swissmodel&from=121&to=499&template=1opl.2.A	True	379
Q9NP86		173	8ec4f5c8a87e74c56e0baf4ae55fb755	62edd061c71e61a041585de0	SWISSMODEL	23	173	3ox6.1.A	0.7875260408860761	74.17218780517578	https://swissmodel.expasy.org/repository/uniprot/Q9NP86.pdb?provider=swissmodel&from=23&to=173&template=3ox6.1.A	True	151
Q9Y4F4	Q9Y4F4-1	1720	e97fb76bde49a42cd98f5bbfd94df73e	62f10f0bb7912f2f95a57c89	SWISSMODEL	346	595	5dn7.1.A	0.7875269829330298	93.07958221435548	https://swissmodel.expasy.org/repository/uniprot/Q9Y4F4.pdb?provider=swissmodel&from=346&to=595&template=5dn7.1.A	True	250
Q9BQ15	Q9BQ15-1	211	e445ff39b9b367d0d2acab6a9c0749ea	62ed366743ac21ed556dee7a	SWISSMODEL	4	109	5d8f.1.A	0.7875299614449068	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9BQ15.pdb?provider=swissmodel&from=4&to=109&template=5d8f.1.A	True	106
Q6N069	Q6N069-1	864	3f2dd522a3d7103b5edde50aae7be270	62ef6ebd591de7bc5bb9c8df	SWISSMODEL	1	840	6c9m.1.A	0.7875548239946908	70.48611450195312	https://swissmodel.expasy.org/repository/uniprot/Q6N069.pdb?provider=swissmodel&from=1&to=840&template=6c9m.1.A	True	840
Q9BZF2	Q9BZF2-1	842	ae4b8deb11276eab4a0bde2bc4133cb5	62ef5530bc146f66992a744c	SWISSMODEL	461	842	7dei.2.A	0.7875664843825066	67.46031951904297	https://swissmodel.expasy.org/repository/uniprot/Q9BZF2.pdb?provider=swissmodel&from=461&to=842&template=7dei.2.A	True	382
O75626	O75626-1	825	53fa163b1e42292724739819c5329c65	62ef44dec35f160e02991541	SWISSMODEL	44	223	3dal.1.A	0.7876626152940254	100.0	https://swissmodel.expasy.org/repository/uniprot/O75626.pdb?provider=swissmodel&from=44&to=223&template=3dal.1.A	True	180
Q9NR97	Q9NR97-1	1041	10db1c0ea615c2bafc2e014bec61d1fb	62effd62709e9081f606a73c	SWISSMODEL	32	819	3w3g.1.A	0.7876776751820322	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9NR97.pdb?provider=swissmodel&from=32&to=819&template=3w3g.1.A	True	788
Q01970	Q01970-1	1234	064d20484b8b5696ecbe71b66f1499a8	62f06d5112eeb59d13200b38	SWISSMODEL	12	880	7sq2.1.B	0.7877842245400444	100.0	https://swissmodel.expasy.org/repository/uniprot/Q01970.pdb?provider=swissmodel&from=12&to=880&template=7sq2.1.B	True	869
Q16842		350	986249ad290429294e0c5a0278618d6a	62ebf0f635a8fefaf75f077f	SWISSMODEL	67	350	2wml.1.A	0.7877899606609333	53.846153259277344	https://swissmodel.expasy.org/repository/uniprot/Q16842.pdb?provider=swissmodel&from=67&to=350&template=2wml.1.A	True	284
Q99653		195	8bccc529ed24f837a271b293286bd98a	62ed761dd4adb4d211bb238d	SWISSMODEL	3	195	2ct9.2.A	0.7878190070634268	98.97435760498048	https://swissmodel.expasy.org/repository/uniprot/Q99653.pdb?provider=swissmodel&from=3&to=195&template=2ct9.2.A	True	193
Q6UW01		205	9f44c9658f5b9a6dad36ea63012cc76e	62ed4defe5e98b4bbf30c50c	SWISSMODEL	68	205	5h48.1.C	0.7878251773431275	60.35503005981445	https://swissmodel.expasy.org/repository/uniprot/Q6UW01.pdb?provider=swissmodel&from=68&to=205&template=5h48.1.C	True	138
P17066		643	9b52c01cfb0ceba4416f105cb343a0d8	62ee731ff6f39c3d354b8989	SWISSMODEL	5	549	3c7n.1.B	0.7878295929767729	82.09764862060547	https://swissmodel.expasy.org/repository/uniprot/P17066.pdb?provider=swissmodel&from=5&to=549&template=3c7n.1.B	True	545
P29074		926	3f7ad35a07a094f90e991789136469ab	62efa3a935c793c1d2118f91	SWISSMODEL	637	918	4qun.1.A	0.7878537103271255	64.05693817138672	https://swissmodel.expasy.org/repository/uniprot/P29074.pdb?provider=swissmodel&from=637&to=918&template=4qun.1.A	True	282
P01854		428	b44e19f3ce924a098e65b6b1cee6caf8	631961c5e89199cf8a2bee75	SWISSMODEL	111	425	6eyo.1.A	0.7878583938852766	99.07691955566406	https://swissmodel.expasy.org/repository/uniprot/P01854.pdb?provider=swissmodel&from=111&to=425&template=6eyo.1.A	True	315
Q9HCG8		908	3092b8249f8b4705f1bd762d4d12d24a	62ef93cbc4a1d9876732ed20	SWISSMODEL	149	648	6icz.1.V	0.7878597000808545	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9HCG8.pdb?provider=swissmodel&from=149&to=648&template=6icz.1.V	True	500
O14832	O14832-1	338	2adeb321a56a9946b74b3f34c3e444a6	62ebbc03e062b72c5d906bd9	SWISSMODEL	44	338	2a1x.1.A	0.7878610671471441	100.0	https://swissmodel.expasy.org/repository/uniprot/O14832.pdb?provider=swissmodel&from=44&to=338&template=2a1x.1.A	True	295
Q86UD5	Q86UD5-1	537	94e00f410a6eb182b8cf21414eee46e3	62edd5aff95e1bcde8c112ed	SWISSMODEL	79	521	7b4l.1.A	0.7878793314992403	100.0	https://swissmodel.expasy.org/repository/uniprot/Q86UD5.pdb?provider=swissmodel&from=79&to=521&template=7b4l.1.A	True	443
Q9BZE4	Q9BZE4-1	634	ad983728d2ddd31bdc659befaeda2837	62ee660f5f8d5200cb94e205	SWISSMODEL	2	634	6lss.1.C	0.7878966440588495	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9BZE4.pdb?provider=swissmodel&from=2&to=634&template=6lss.1.C	True	633
O75348		118	e4fe61b9bb272245b12511cc876527de	62eee840409b563dace3cb6f	SWISSMODEL	3	116	6wm2.1.E	0.787898746429543	100.0	https://swissmodel.expasy.org/repository/uniprot/O75348.pdb?provider=swissmodel&from=3&to=116&template=6wm2.1.E	True	114
P62760		191	7af7de0b4fbe77350cf23ab7da39eedb	62ed8824c468fde4ca8efeab	SWISSMODEL	6	189	5g4p.1.A	0.7879076535879413	68.4491958618164	https://swissmodel.expasy.org/repository/uniprot/P62760.pdb?provider=swissmodel&from=6&to=189&template=5g4p.1.A	True	184
Q8TDC3	Q8TDC3-1	778	a344473aeb2d246c0679969778ba5145	62ef14b14fc6baa713bc218d	SWISSMODEL	29	358	4ynz.1.A	0.7879850510179901	88.10975646972656	https://swissmodel.expasy.org/repository/uniprot/Q8TDC3.pdb?provider=swissmodel&from=29&to=358&template=4ynz.1.A	True	330
P11802	P11802-1	303	f2274c019b864269cc028c5a676ebcb7	6334f5240c4d34e7f85bca66	SWISSMODEL	5	295	3g33.1.C	0.7879859709358574	100.0	https://swissmodel.expasy.org/repository/uniprot/P11802.pdb?provider=swissmodel&from=5&to=295&template=3g33.1.C	True	291
P07998		156	c4aa8c65029392e1968c2d1ff028f98b	6305a6fb625578dcf68b0e59	SWISSMODEL	29	152	1bsr.1.A	0.7879942207732281	72.58064270019531	https://swissmodel.expasy.org/repository/uniprot/P07998.pdb?provider=swissmodel&from=29&to=152&template=1bsr.1.A	True	124
P0CG47		229	3a343fc512c6d130d93bb2e4a4173e48	6346ab1f79cf0f00b6aa163c	SWISSMODEL	1	224	5b83.2.A	0.7880321695597007	100.0	https://swissmodel.expasy.org/repository/uniprot/P0CG47.pdb?provider=swissmodel&from=1&to=224&template=5b83.2.A	True	224
P54132		1417	939ccbc74e19922d986429d6247b5ba0	6348454b9c0cc4bd890028ee	SWISSMODEL	640	1291	4o3m.1.A	0.7880419557129927	100.0	https://swissmodel.expasy.org/repository/uniprot/P54132.pdb?provider=swissmodel&from=640&to=1291&template=4o3m.1.A	True	652
Q9Y657		262	c7bb9450f0fce9a180e42b2b99eb79f9	62ec77edc9c9c2f4296bb603	SWISSMODEL	45	262	7bqz.1.A	0.7880554695329335	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9Y657.pdb?provider=swissmodel&from=45&to=262&template=7bqz.1.A	True	218
P36542	P36542-1	298	e26ba0b851439d5c3019be9b83abff21	634148ff0a1b8783c2441b6a	SWISSMODEL	26	297	6zqm.1.G	0.7880573807173351	91.57508850097656	https://swissmodel.expasy.org/repository/uniprot/P36542.pdb?provider=swissmodel&from=26&to=297&template=6zqm.1.G	True	272
Q8NE71	Q8NE71-1	845	39a7435ef91ac71a1fd630d8e46ec441	634406f511312209256ed92b	SWISSMODEL	301	841	5zxd.2.A	0.7880842833127207	100.0	https://swissmodel.expasy.org/repository/uniprot/Q8NE71.pdb?provider=swissmodel&from=301&to=841&template=5zxd.2.A	True	541
Q9H221	Q9H221-1	673	70e535558c0f4c0c3a0d8bd4d40a6cfd	6320919b108f44d02963ae61	SWISSMODEL	28	670	7jr7.1.B	0.7881235062407806	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9H221.pdb?provider=swissmodel&from=28&to=670&template=7jr7.1.B	True	643
Q99666	Q99666-1	1765	a8999d076b21bc3b1227cb63d6251fcf	62f1191962e348ee83eea11c	SWISSMODEL	1348	1464	7mnz.1.B	0.7881258183739888	64.95726776123047	https://swissmodel.expasy.org/repository/uniprot/Q99666.pdb?provider=swissmodel&from=1348&to=1464&template=7mnz.1.B	True	117
Q9Y3B7	Q9Y3B7-1	192	c845828fd3e57daafc545a391c8a9142	62ed827b02f2095e1b4264e8	SWISSMODEL	17	192	6ydp.81.A	0.7881293114971555	90.625	https://swissmodel.expasy.org/repository/uniprot/Q9Y3B7.pdb?provider=swissmodel&from=17&to=192&template=6ydp.81.A	True	176
Q14315	Q14315-1	2725	fae4c3309ef745e69833344a8b167afa	62f1a96a05fd9821ef68853f	SWISSMODEL	33	368	4b7l.1.A	0.7881355386093088	81.55619812011719	https://swissmodel.expasy.org/repository/uniprot/Q14315.pdb?provider=swissmodel&from=33&to=368&template=4b7l.1.A	True	336
Q13576	Q13576-1	1575	e43bdb4cee3cd521857ff2c154b5421f	62f0e971a9761a7ba381b0ff	SWISSMODEL	25	187	5l0o.1.A	0.7881428974960543	81.11111450195312	https://swissmodel.expasy.org/repository/uniprot/Q13576.pdb?provider=swissmodel&from=25&to=187&template=5l0o.1.A	True	163
Q14149		939	4f1a544315cca59957034c2d207a19bd	633279fe7d684cef98e76d96	SWISSMODEL	9	454	6o1e.1.B	0.7881571078642253	100.0	https://swissmodel.expasy.org/repository/uniprot/Q14149.pdb?provider=swissmodel&from=9&to=454&template=6o1e.1.B	True	446
P53621	P53621-1	1224	74359948a724aa8d4c4bb6ae8cbe2f6d	62f06c18d65eecc36601e5ec	SWISSMODEL	878	1224	6tzt.1.B	0.7881723185591072	100.0	https://swissmodel.expasy.org/repository/uniprot/P53621.pdb?provider=swissmodel&from=878&to=1224&template=6tzt.1.B	True	347
Q13322	Q13322-1	594	7a364644b66b51e6904867ee5948c35d	62ee2db42d7fc685b5f197ad	SWISSMODEL	167	409	3hk0.1.A	0.7881796972554902	97.61904907226562	https://swissmodel.expasy.org/repository/uniprot/Q13322.pdb?provider=swissmodel&from=167&to=409&template=3hk0.1.A	True	243
P09471	P09471-1	354	5ad4f9fb875c672a6b06da3bcf6de614	62ebfe80d29aa106bcf0d0a2	SWISSMODEL	33	348	2ode.1.A	0.7882054105642863	70.72463989257812	https://swissmodel.expasy.org/repository/uniprot/P09471.pdb?provider=swissmodel&from=33&to=348&template=2ode.1.A	True	316
O14715		1765	85108b498a86f72ee2d4a6305a7d1b95	62f1191e62e348ee83eea2ac	SWISSMODEL	1348	1464	7mnz.1.B	0.7882133139929793	64.95726776123047	https://swissmodel.expasy.org/repository/uniprot/O14715.pdb?provider=swissmodel&from=1348&to=1464&template=7mnz.1.B	True	117
P27815	P27815-1	886	30d2adef210e2d9ba6d5cc1bc2f823a0	634558749eec04c541b2812a	SWISSMODEL	259	685	3g45.1.A	0.7882434961742406	85.99034118652344	https://swissmodel.expasy.org/repository/uniprot/P27815.pdb?provider=swissmodel&from=259&to=685&template=3g45.1.A	True	427
P55145		182	d021825e701ce0b240184952b1cfac1f	62edacabe1f40e5b54f78c1f	SWISSMODEL	26	182	6ha7.2.A	0.7882481104780157	98.10126495361328	https://swissmodel.expasy.org/repository/uniprot/P55145.pdb?provider=swissmodel&from=26&to=182&template=6ha7.2.A	True	157
P51884		338	8609038a3d68e87e75e83a3b54476453	62ebbee0a4917e6dae70cadc	SWISSMODEL	36	337	5mx0.1.A	0.788260705955761	47.74193572998047	https://swissmodel.expasy.org/repository/uniprot/P51884.pdb?provider=swissmodel&from=36&to=337&template=5mx0.1.A	True	302
Q9NZR1	Q9NZR1-1	351	a88d99d752e27c24fd53e1b65b40aeff	62ebf50faf330fab8401c1b0	SWISSMODEL	172	347	4pki.1.B	0.7882958965329195	60.752689361572266	https://swissmodel.expasy.org/repository/uniprot/Q9NZR1.pdb?provider=swissmodel&from=172&to=347&template=4pki.1.B	True	176
Q8WXD5		167	f54ada9f249859a1737974940a496963	62ede8d82127c0f6dc7110ef	SWISSMODEL	2	86	7bbl.1.A	0.788295925931181	100.0	https://swissmodel.expasy.org/repository/uniprot/Q8WXD5.pdb?provider=swissmodel&from=2&to=86&template=7bbl.1.A	True	85
Q9H0F7	Q9H0F7-1	186	e6f8305bef73cca0d7de7d31a522bb12	62ed9a5d31dbc0b885660814	SWISSMODEL	17	183	6vbv.1.I	0.7883043376271527	95.1351318359375	https://swissmodel.expasy.org/repository/uniprot/Q9H0F7.pdb?provider=swissmodel&from=17&to=183&template=6vbv.1.I	True	167
P43007	P43007-1	532	269818d0c1ec5044a8bfec079d682d45	62edcb156d2b9dc3b054cf7e	SWISSMODEL	36	481	7p4i.1.A	0.7883192153543251	100.0	https://swissmodel.expasy.org/repository/uniprot/P43007.pdb?provider=swissmodel&from=36&to=481&template=7p4i.1.A	True	446
Q9H3E2	Q9H3E2-1	840	e436965b5b3a5e8381d61f42e2f31fcb	62ef534dd7f60ee2cce758ea	SWISSMODEL	284	400	7sr2.2.A	0.7883245979533264	99.17355346679688	https://swissmodel.expasy.org/repository/uniprot/Q9H3E2.pdb?provider=swissmodel&from=284&to=400&template=7sr2.2.A	True	117
Q6NW40		437	bd6474456f40fda8c1a5e2fb5a131039	62ecfbf4ee83a8ac7fbc9f92	SWISSMODEL	53	126	6z3m.1.C	0.7883354499842574	99.72222137451172	https://swissmodel.expasy.org/repository/uniprot/Q6NW40.pdb?provider=swissmodel&from=53&to=126&template=6z3m.1.C	True	74
O75078	O75078-1	769	16d47bda874c6d631ac475266fd140bd	62ef0a07df3c3a44ae641345	SWISSMODEL	234	716	5y2z.1.A	0.7883387785023884	61.099796295166016	https://swissmodel.expasy.org/repository/uniprot/O75078.pdb?provider=swissmodel&from=234&to=716&template=5y2z.1.A	True	483
Q14807	Q14807-1	665	24bcfcbca05e7a0043832b262b18b28e	62ee9003de79e47626efec1d	SWISSMODEL	40	369	6nje.1.A	0.7883430385697442	100.0	https://swissmodel.expasy.org/repository/uniprot/Q14807.pdb?provider=swissmodel&from=40&to=369&template=6nje.1.A	True	330
Q99418	Q99418-1	400	e691520642abe62e71984ac943090757	62ec9afe8dfc1ae8313f93c9	SWISSMODEL	8	395	6u3g.1.A	0.7883578690578604	80.87855529785156	https://swissmodel.expasy.org/repository/uniprot/Q99418.pdb?provider=swissmodel&from=8&to=395&template=6u3g.1.A	True	388
Q13113		114	7bd533dc1d3f08a88401add553d30117	62ef084a31eed5e5df48cdb2	SWISSMODEL	26	55	7vsi.1.B	0.7883647191155052	100.0	https://swissmodel.expasy.org/repository/uniprot/Q13113.pdb?provider=swissmodel&from=26&to=55&template=7vsi.1.B	True	30
Q9UM00	Q9UM00-3	239	c492a3e6780389d08dd0ecfdb17f494d	62eccc783e0a64d8b7d30a03	SWISSMODEL	52	225	6w6l.1.r	0.7883913571255874	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9UM00.pdb?provider=swissmodel&from=52&to=225&template=6w6l.1.r	True	174
P22894		467	9b1fa90a47b5a5572926013b922b7c5f	632a2b08b8b2da2f2f7679e7	SWISSMODEL	30	463	1su3.2.A	0.788445379749555	59.18367385864258	https://swissmodel.expasy.org/repository/uniprot/P22894.pdb?provider=swissmodel&from=30&to=463&template=1su3.2.A	True	434
P07101	P07101-1	528	d31975f3e1bff5bb76ad85f03c3fac84	633e784d39ce821c07acfbbb	SWISSMODEL	71	528	6zvp.1.A	0.788449096816641	99.78166198730467	https://swissmodel.expasy.org/repository/uniprot/P07101.pdb?provider=swissmodel&from=71&to=528&template=6zvp.1.A	True	458
P16870	P16870-1	476	4a2aa18d6b76af2bda56985f4d8682c1	62ed58129971d53cb203ad1b	SWISSMODEL	51	452	2nsm.1.A	0.7884765746497142	53.57143020629883	https://swissmodel.expasy.org/repository/uniprot/P16870.pdb?provider=swissmodel&from=51&to=452&template=2nsm.1.A	True	402
P08581	P08581-1	1390	ee0753c4f68e188bddb0c66890beee23	63385bd9e5bbe8f08179b177	SWISSMODEL	40	740	6gcu.1.A	0.7885120237308476	100.0	https://swissmodel.expasy.org/repository/uniprot/P08581.pdb?provider=swissmodel&from=40&to=740&template=6gcu.1.A	True	701
O00425	O00425-1	579	b211e9f71e8e454b49353d2563858f7a	6343f1e20f5afcd2561c259e	SWISSMODEL	2	158	6fq1.1.A	0.7885146621818226	100.0	https://swissmodel.expasy.org/repository/uniprot/O00425.pdb?provider=swissmodel&from=2&to=158&template=6fq1.1.A	True	157
P07333	P07333-1	972	8d988d2500c4f5a5b5e4062cdc2e0551	6343e174045cc98775f71fcc	SWISSMODEL	20	500	4liq.1.A	0.788527295603846	100.0	https://swissmodel.expasy.org/repository/uniprot/P07333.pdb?provider=swissmodel&from=20&to=500&template=4liq.1.A	True	481
Q9Y2X7	Q9Y2X7-1	761	e97f00fb13b88c42370996299d0abbd6	62ef021ce67d047432458652	SWISSMODEL	6	356	6jmt.1.A	0.788531717089169	77.52809143066406	https://swissmodel.expasy.org/repository/uniprot/Q9Y2X7.pdb?provider=swissmodel&from=6&to=356&template=6jmt.1.A	True	351
P43361		318	4bf6e21195fd8d5259921f494bd41ed0	6332742180b4293b859a25cb	SWISSMODEL	98	314	2wa0.1.A	0.7885634370524277	74.20814514160156	https://swissmodel.expasy.org/repository/uniprot/P43361.pdb?provider=swissmodel&from=98&to=314&template=2wa0.1.A	True	217
Q9UMS0	Q9UMS0-1	254	af8d2b7488adb8150845c24b98a2cebb	630473f3d342851b1e8efecd	SWISSMODEL	162	247	2m5o.1.A	0.788590371816129	98.83721160888672	https://swissmodel.expasy.org/repository/uniprot/Q9UMS0.pdb?provider=swissmodel&from=162&to=247&template=2m5o.1.A	True	86
Q9P2S2	Q9P2S2-1	1712	9989dc84914a6c22185e4a3c5938335f	62f109b6a1d6e5db6c0941f4	SWISSMODEL	287	1343	3qcw.1.A	0.7886055781817214	70.27914428710938	https://swissmodel.expasy.org/repository/uniprot/Q9P2S2.pdb?provider=swissmodel&from=287&to=1343&template=3qcw.1.A	True	1057
P55268		1798	df36fe6b4a1e0e99c07f2e58a607b0b8	62f124fdcdc5cc0fd1f828ce	SWISSMODEL	520	830	5lf2.1.A	0.7886075878296006	81.35047912597656	https://swissmodel.expasy.org/repository/uniprot/P55268.pdb?provider=swissmodel&from=520&to=830&template=5lf2.1.A	True	311
Q9C0K3	Q9C0K3-1	210	6553b5d2173a9275e77f1807e889ab90	62ed3adf6682bbddb69e4b0e	SWISSMODEL	1	204	3ule.1.A	0.7886175953595463	82.8431396484375	https://swissmodel.expasy.org/repository/uniprot/Q9C0K3.pdb?provider=swissmodel&from=1&to=204&template=3ule.1.A	True	204
Q14954		304	16fe89701b98af887448bd1b4c036117	62ebd2b8f8b33436a403e4c1	SWISSMODEL	26	224	1b6u.1.A	0.7886597195247256	91.2280731201172	https://swissmodel.expasy.org/repository/uniprot/Q14954.pdb?provider=swissmodel&from=26&to=224&template=1b6u.1.A	True	199
P18564	P18564-1	788	d58d208f4d290ed5bc4fd99e20986329	62fa6557fb96efc4c4b7139a	SWISSMODEL	22	491	5net.1.F	0.7886598703188504	99.57447052001952	https://swissmodel.expasy.org/repository/uniprot/P18564.pdb?provider=swissmodel&from=22&to=491&template=5net.1.F	True	470
P43632		304	04fd2d0cf8bcdaa04fa0f045bf81cd89	62ebcf20b6ab8c692e6e1a26	SWISSMODEL	26	224	1b6u.1.A	0.7886627550082299	89.33333587646484	https://swissmodel.expasy.org/repository/uniprot/P43632.pdb?provider=swissmodel&from=26&to=224&template=1b6u.1.A	True	199
Q02388	Q02388-1	2944	5fee08b99008bd3ad21b01cd193d49a7	6344451079da3aabafd73576	SWISSMODEL	1051	1237	6s4c.1.A	0.7886762665291907	79.47368621826172	https://swissmodel.expasy.org/repository/uniprot/Q02388.pdb?provider=swissmodel&from=1051&to=1237&template=6s4c.1.A	True	187
P38646		679	ffd0033c3c8a991266d6b6e401300f41	632d99f1ae8b8ea7cae62484	SWISSMODEL	53	581	2v7y.1.A	0.788696830671919	64.96063232421875	https://swissmodel.expasy.org/repository/uniprot/P38646.pdb?provider=swissmodel&from=53&to=581&template=2v7y.1.A	True	529
Q15029	Q15029-1	972	9e68dae90e5ada633eee8b82071baf2c	62efdb24a405d7d0b3108a08	SWISSMODEL	56	949	6icz.1.G	0.7887251958196463	100.0	https://swissmodel.expasy.org/repository/uniprot/Q15029.pdb?provider=swissmodel&from=56&to=949&template=6icz.1.G	True	894
P22314	P22314-1	1058	ec8bfc8ff1c09df7ab1aedb2fca8764e	62f007e3d99319229c5373e7	SWISSMODEL	72	1057	5um6.1.A	0.7887384008406202	54.42655944824219	https://swissmodel.expasy.org/repository/uniprot/P22314.pdb?provider=swissmodel&from=72&to=1057&template=5um6.1.A	True	986
Q9H7M9		311	ffc8f5f97a50f9bd0acd5159e721bf1d	62ebaeb46317f09ca619575a	SWISSMODEL	33	183	6oil.1.A	0.7887448866055147	97.5308609008789	https://swissmodel.expasy.org/repository/uniprot/Q9H7M9.pdb?provider=swissmodel&from=33&to=183&template=6oil.1.A	True	151
O75342		701	be984011583d32e2065ad6012799d4b0	630a029b1d1932715cbae94a	SWISSMODEL	2	701	4nre.1.A	0.7887850212897606	50.74626922607422	https://swissmodel.expasy.org/repository/uniprot/O75342.pdb?provider=swissmodel&from=2&to=701&template=4nre.1.A	True	700
Q5T653		305	d67b337877c3cd182bdd6aaf180b254e	62ebc7ad9c3e5fd0b52fa17c	SWISSMODEL	61	298	6zm5.1.A	0.7887964841717389	100.0	https://swissmodel.expasy.org/repository/uniprot/Q5T653.pdb?provider=swissmodel&from=61&to=298&template=6zm5.1.A	True	238
Q96MU8	Q96MU8-1	473	7039c067d69ca0bb9551ca63c0d5cb5a	62ed52a20d7b992a79e30e71	SWISSMODEL	30	322	7bzt.1.E	0.7887970568010245	97.7011489868164	https://swissmodel.expasy.org/repository/uniprot/Q96MU8.pdb?provider=swissmodel&from=30&to=322&template=7bzt.1.E	True	293
Q9BXN1		380	49aaca1d5e83ba9f2457d3887ebe2082	62ec5e9a3fa1ee44b42e755a	SWISSMODEL	73	375	2ft3.1.A	0.7888102836467799	58.19935607910156	https://swissmodel.expasy.org/repository/uniprot/Q9BXN1.pdb?provider=swissmodel&from=73&to=375&template=2ft3.1.A	True	303
P52757	P52757-1	468	2d9347b74a9474bda5588a8a1cca74f5	62ed461f2f5c965f6b7a7f40	SWISSMODEL	25	468	3cxl.1.A	0.7888305180744422	73.87387084960938	https://swissmodel.expasy.org/repository/uniprot/P52757.pdb?provider=swissmodel&from=25&to=468&template=3cxl.1.A	True	444
P16615	P16615-1	1042	954fdba5f535918f4cc4edbd840c2b6a	62effa506d312618e3fa3e9f	SWISSMODEL	1	1042	6lle.1.A	0.7888619086327647	100.0	https://swissmodel.expasy.org/repository/uniprot/P16615.pdb?provider=swissmodel&from=1&to=1042&template=6lle.1.A	True	1042
Q9NZU1		646	ab38857835517f9b431a4c92d2a0cbc2	62ee780ceaa2c13de2ed1a69	SWISSMODEL	24	345	6jbu.1.B	0.7889367860843026	67.57575988769531	https://swissmodel.expasy.org/repository/uniprot/Q9NZU1.pdb?provider=swissmodel&from=24&to=345&template=6jbu.1.B	True	322
